# x_m,y_m,w_tr_right_m,w_tr_left_m
-21.0361,114.2503,0.9020,0.9020
-21.1262,114.1602,0.8712,0.8712
-21.2163,114.1602,0.9087,0.9087
-21.3064,114.1602,0.8712,0.8712
-21.3965,114.0701,0.9020,0.9020
-21.4865,114.0701,0.9020,0.9020
-21.5766,113.9800,0.8712,0.8712
-21.6667,113.9800,0.9087,0.9087
-21.7568,113.8899,0.8712,0.8712
-21.8469,113.8899,0.9020,0.9020
-21.9370,113.8899,0.8712,0.8712
-22.0271,113.7998,0.8712,0.8712
-22.1172,113.7998,0.9020,0.9020
-22.2073,113.7097,0.8712,0.8712
-22.2974,113.7097,0.9020,0.9020
-22.3874,113.7097,0.8712,0.8712
-22.4775,113.6197,0.8712,0.8712
-22.5676,113.6197,0.9020,0.9020
-22.6577,113.5296,0.8712,0.8712
-22.7478,113.5296,0.9020,0.9020
-22.8379,113.5296,0.9020,0.9020
-22.9280,113.4395,0.8712,0.8712
-23.0181,113.4395,0.9087,0.9087
-23.1082,113.3494,0.8712,0.8712
-23.1983,113.3494,0.9020,0.9020
-23.2883,113.3494,0.9020,0.9020
-23.3784,113.2593,0.8712,0.8712
-23.4685,113.2593,0.9087,0.9087
-23.5586,113.1692,0.8712,0.8712
-23.6487,113.1692,0.9020,0.9020
-23.7388,113.1692,0.9020,0.9020
-23.8289,113.0791,0.8712,0.8712
-23.9190,113.0791,0.9020,0.9020
-24.0091,112.9890,0.8396,0.8396
-24.0992,112.9890,0.8712,0.8712
-24.1892,112.9890,0.9020,0.9020
-24.2793,112.8989,0.8712,0.8712
-24.3694,112.8989,0.9020,0.9020
-24.4595,112.8989,0.8712,0.8712
-24.5496,112.8088,0.8712,0.8712
-24.6397,112.8088,0.9020,0.9020
-24.7298,112.7188,0.8712,0.8712
-24.8199,112.7188,0.9020,0.9020
-24.9100,112.7188,0.8712,0.8712
-25.0001,112.6287,0.8712,0.8712
-25.0901,112.6287,0.9020,0.9020
-25.1802,112.5386,0.8712,0.8712
-25.2703,112.5386,0.9020,0.9020
-25.3604,112.5386,0.9020,0.9020
-25.4505,112.4485,0.8712,0.8712
-25.5406,112.4485,0.9087,0.9087
-25.6307,112.3584,0.8712,0.8712
-25.7208,112.3584,0.9020,0.9020
-25.8109,112.3584,0.9020,0.9020
-25.9010,112.2683,0.8712,0.8712
-25.9910,112.2683,0.9020,0.9020
-26.0811,112.1782,0.8396,0.8396
-26.1712,112.1782,0.8712,0.8712
-26.2613,112.1782,0.9020,0.9020
-26.3514,112.0881,0.8712,0.8712
-26.4415,112.0881,0.9020,0.9020
-26.5316,112.0881,0.8712,0.8712
-26.6217,111.9980,0.8712,0.8712
-26.7118,111.9980,0.9020,0.9020
-26.8019,111.9079,0.8712,0.8712
-26.8919,111.9079,0.9020,0.9020
-26.9820,111.9079,0.8712,0.8712
-27.0721,111.8179,0.8712,0.8712
-27.1622,111.8179,0.9020,0.9020
-27.2523,111.7278,0.8712,0.8712
-27.3424,111.7278,0.9020,0.9020
-27.4325,111.7278,0.8712,0.8712
-27.5226,111.6377,0.8712,0.8712
-27.6127,111.6377,0.9020,0.9020
-27.7028,111.5476,0.8712,0.8712
-27.7928,111.5476,0.9020,0.9020
-27.8829,111.5476,0.8712,0.8712
-27.9730,111.4575,0.8712,0.8712
-28.0631,111.4575,0.9020,0.9020
-28.1532,111.3674,0.8712,0.8712
-28.2433,111.3674,0.9087,0.9087
-28.3334,111.3674,0.8712,0.8712
-28.4235,111.2773,0.9020,0.9020
-28.5136,111.2773,0.9020,0.9020
-28.6037,111.1872,0.8712,0.8712
-28.6937,111.1872,0.9087,0.9087
-28.7838,111.0971,0.8712,0.8712
-28.8739,111.0971,0.9087,0.9087
-28.9640,111.0971,0.8712,0.8712
-29.0541,111.0070,0.9020,0.9020
-29.1442,111.0070,0.8712,0.8712
-29.2343,110.9170,0.8712,0.8712
-29.3244,110.9170,0.9020,0.9020
-29.4145,110.8269,0.8712,0.8712
-29.5046,110.8269,0.9087,0.9087
-29.5946,110.7368,0.8712,0.8712
-29.6847,110.7368,0.9087,0.9087
-29.7748,110.6467,0.8712,0.8712
-29.8649,110.6467,0.9087,0.9087
-29.9550,110.5566,0.8712,0.8712
-30.0451,110.5566,0.9087,0.9087
-30.1352,110.4665,0.8712,0.8712
-30.2253,110.4665,0.9087,0.9087
-30.3154,110.3764,0.8712,0.8712
-30.4055,110.3764,0.9087,0.9087
-30.4955,110.2863,0.8712,0.8712
-30.5856,110.2863,0.9087,0.9087
-30.6757,110.1962,0.8746,0.8746
-30.7658,110.1962,0.8746,0.8746
-30.8559,110.1061,0.9087,0.9087
-30.9460,110.0161,0.8712,0.8712
-31.0361,110.0161,0.9087,0.9087
-31.1262,109.9260,0.8712,0.8712
-31.2163,109.9260,0.9087,0.9087
-31.3064,109.8359,0.8746,0.8746
-31.3964,109.8359,0.8746,0.8746
-31.4865,109.7458,0.9087,0.9087
-31.5766,109.6557,0.8712,0.8712
-31.6667,109.6557,0.9087,0.9087
-31.7568,109.5656,0.8746,0.8746
-31.8469,109.5656,0.8746,0.8746
-31.9370,109.4755,0.9087,0.9087
-32.0271,109.3854,0.8746,0.8746
-32.1172,109.3854,0.9087,0.9087
-32.2073,109.2953,0.9087,0.9087
-32.2973,109.2052,0.8712,0.8712
-32.3874,109.2052,0.9087,0.9087
-32.4775,109.1152,0.8746,0.8746
-32.5676,109.1152,0.8746,0.8746
-32.6577,109.0251,0.9087,0.9087
-32.7478,108.9350,0.8746,0.8746
-32.8379,108.9350,0.8746,0.8746
-32.9280,108.8449,0.9087,0.9087
-33.0181,108.7548,0.9087,0.9087
-33.1082,108.6647,0.8746,0.8746
-33.1982,108.6647,0.9087,0.9087
-33.2883,108.5746,0.9087,0.9087
-33.3784,108.4845,0.8746,0.8746
-33.4685,108.4845,0.8746,0.8746
-33.5586,108.3944,0.9087,0.9087
-33.6487,108.3043,0.8746,0.8746
-33.7388,108.3043,0.8746,0.8746
-33.8289,108.2143,0.9087,0.9087
-33.9190,108.1242,0.9087,0.9087
-34.0091,108.0341,0.8746,0.8746
-34.0991,108.0341,0.8746,0.8746
-34.1892,107.9440,0.9087,0.9087
-34.2793,107.8539,0.9087,0.9087
-34.3694,107.7638,0.8746,0.8746
-34.4595,107.7638,0.9087,0.9087
-34.5496,107.6737,0.9087,0.9087
-34.6397,107.5836,0.8746,0.8746
-34.7298,107.5836,0.8746,0.8746
-34.8199,107.4935,0.9087,0.9087
-34.9100,107.4034,0.9087,0.9087
-35.0000,107.3134,0.8746,0.8746
-35.0901,107.3134,0.8746,0.8746
-35.1802,107.2233,0.9087,0.9087
-35.2703,107.1332,0.9120,0.9120
-35.3604,107.0431,0.9087,0.9087
-35.4505,106.9530,0.8746,0.8746
-35.5406,106.9530,0.9087,0.9087
-35.6307,106.8629,0.9120,0.9120
-35.7208,106.7728,0.9087,0.9087
-35.8109,106.6827,0.8746,0.8746
-35.9009,106.6827,0.8746,0.8746
-35.9910,106.5926,0.9087,0.9087
-36.0811,106.5025,0.9087,0.9087
-36.1712,106.4125,0.8746,0.8746
-36.2613,106.4125,0.8746,0.8746
-36.3514,106.3224,0.9087,0.9087
-36.4415,106.2323,0.9087,0.9087
-36.5316,106.1422,0.8746,0.8746
-36.6217,106.1422,0.8746,0.8746
-36.7118,106.0521,0.9087,0.9087
-36.8018,105.9620,0.9120,0.9120
-36.8919,105.8719,0.9087,0.9087
-36.9820,105.7818,0.8746,0.8746
-37.0721,105.7818,0.9087,0.9087
-37.1622,105.6917,0.9120,0.9120
-37.2523,105.6016,0.9087,0.9087
-37.3424,105.5116,0.8746,0.8746
-37.4325,105.5116,0.8746,0.8746
-37.5226,105.4215,0.9087,0.9087
-37.6127,105.3314,0.9087,0.9087
-37.7027,105.2413,0.8746,0.8746
-37.7928,105.2413,0.8746,0.8746
-37.8829,105.1512,0.9087,0.9087
-37.9730,105.0611,0.9087,0.9087
-38.0631,104.9710,0.8746,0.8746
-38.1532,104.9710,0.8746,0.8746
-38.2433,104.8809,0.9087,0.9087
-38.3334,104.7908,0.9120,0.9120
-38.4235,104.7007,0.9087,0.9087
-38.5136,104.6107,0.8746,0.8746
-38.6036,104.6107,0.9087,0.9087
-38.6937,104.5206,0.9120,0.9120
-38.7838,104.4305,0.9087,0.9087
-38.8739,104.3404,0.8746,0.8746
-38.9640,104.3404,0.8746,0.8746
-39.0541,104.2503,0.9087,0.9087
-39.1442,104.1602,0.9087,0.9087
-39.2343,104.0701,0.8746,0.8746
-39.3244,104.0701,0.8746,0.8746
-39.4145,103.9800,0.9087,0.9087
-39.5045,103.8899,0.9120,0.9120
-39.5946,103.7998,0.9087,0.9087
-39.6847,103.7098,0.8746,0.8746
-39.7748,103.7098,0.8746,0.8746
-39.8649,103.6197,0.9087,0.9087
-39.9550,103.5296,0.9087,0.9087
-40.0451,103.4395,0.8746,0.8746
-40.1352,103.4395,0.8746,0.8746
-40.2253,103.3494,0.9087,0.9087
-40.3154,103.2593,0.9120,0.9120
-40.4054,103.1692,0.9087,0.9087
-40.4955,103.0791,0.8746,0.8746
-40.5856,103.0791,0.8746,0.8746
-40.6757,102.9890,0.9087,0.9087
-40.7658,102.8989,0.9120,0.9120
-40.8559,102.8089,0.9087,0.9087
-40.9460,102.7188,0.8746,0.8746
-41.0361,102.7188,0.8746,0.8746
-41.1262,102.6287,0.9087,0.9087
-41.2163,102.5386,0.9120,0.9120
-41.3063,102.4485,0.9087,0.9087
-41.3964,102.3584,0.8746,0.8746
-41.4865,102.3584,0.9087,0.9087
-41.5766,102.2683,0.9120,0.9120
-41.6667,102.1782,0.9120,0.9120
-41.7568,102.0881,0.9087,0.9087
-41.8469,101.9980,0.8746,0.8746
-41.9370,101.9980,0.8746,0.8746
-42.0271,101.9080,0.9087,0.9087
-42.1172,101.8179,0.9120,0.9120
-42.2072,101.7278,0.9087,0.9087
-42.2973,101.6377,0.8746,0.8746
-42.3874,101.6377,0.8746,0.8746
-42.4775,101.5476,0.9087,0.9087
-42.5676,101.4575,0.9120,0.9120
-42.6577,101.3674,0.9120,0.9120
-42.7478,101.2773,0.9120,0.9120
-42.8379,101.1872,0.9120,0.9120
-42.9280,101.0971,0.9120,0.9120
-43.0181,101.0071,0.9120,0.9120
-43.1081,100.9170,0.9120,0.9120
-43.1982,100.8269,0.9087,0.9087
-43.2883,100.7368,0.8746,0.8746
-43.2883,100.6467,0.8746,0.8746
-43.3784,100.5566,0.9087,0.9087
-43.4685,100.4665,0.9087,0.9087
-43.5586,100.3764,0.8712,0.8712
-43.5586,100.2863,0.9087,0.9087
-43.6487,100.1962,0.8712,0.8712
-43.6487,100.1062,0.9087,0.9087
-43.6487,100.0161,0.8712,0.8712
-43.6487,99.9260,0.8288,0.8288
-43.7388,99.8359,0.8712,0.8712
-43.7388,99.7458,0.8396,0.8396
-43.7388,99.6557,0.8144,0.8144
-43.7388,99.5656,0.7960,0.7960
-43.7388,99.4755,0.7848,0.7848
-43.8289,99.3854,0.8712,0.8712
-43.8289,99.2953,0.8712,0.8712
-43.8289,99.2053,0.8712,0.8712
-43.8289,99.1152,0.8712,0.8712
-43.8289,99.0251,0.8712,0.8712
-43.8289,98.9350,0.8712,0.8712
-43.8289,98.8449,0.8712,0.8712
-43.8289,98.7548,0.8746,0.8746
-43.8289,98.6647,0.8849,0.8849
-43.8289,98.5746,0.9020,0.9020
-43.8289,98.4845,0.9020,0.9020
-43.8289,98.3944,0.8849,0.8849
-43.8289,98.3044,0.8746,0.8746
-43.8289,98.2143,0.8712,0.8712
-43.8289,98.1242,0.8712,0.8712
-43.8289,98.0341,0.8712,0.8712
-43.8289,97.9440,0.8712,0.8712
-43.8289,97.8539,0.8712,0.8712
-43.8289,97.7638,0.8712,0.8712
-43.8289,97.6737,0.8712,0.8712
-43.8289,97.5836,0.8712,0.8712
-43.8289,97.4935,0.8712,0.8712
-43.8289,97.4035,0.8712,0.8712
-43.8289,97.3134,0.8712,0.8712
-43.8289,97.2233,0.8712,0.8712
-43.8289,97.1332,0.8712,0.8712
-43.8289,97.0431,0.8712,0.8712
-43.8289,96.9530,0.8712,0.8712
-43.8289,96.8629,0.8712,0.8712
-43.8289,96.7728,0.8712,0.8712
-43.8289,96.6827,0.8712,0.8712
-43.8289,96.5926,0.8712,0.8712
-43.8289,96.5026,0.8712,0.8712
-43.8289,96.4125,0.8712,0.8712
-43.8289,96.3224,0.8712,0.8712
-43.8289,96.2323,0.8712,0.8712
-43.8289,96.1422,0.8712,0.8712
-43.8289,96.0521,0.8712,0.8712
-43.8289,95.9620,0.8712,0.8712
-43.8289,95.8719,0.8712,0.8712
-43.8289,95.7818,0.8712,0.8712
-43.8289,95.6917,0.8712,0.8712
-43.8289,95.6017,0.8712,0.8712
-43.8289,95.5116,0.8712,0.8712
-43.8289,95.4215,0.8712,0.8712
-43.8289,95.3314,0.8712,0.8712
-43.8289,95.2413,0.8712,0.8712
-43.8289,95.1512,0.8712,0.8712
-43.8289,95.0611,0.8712,0.8712
-43.8289,94.9710,0.8712,0.8712
-43.8289,94.8809,0.8712,0.8712
-43.8289,94.7908,0.8712,0.8712
-43.8289,94.7008,0.8712,0.8712
-43.8289,94.6107,0.8712,0.8712
-43.8289,94.5206,0.8712,0.8712
-43.8289,94.4305,0.8712,0.8712
-43.7388,94.3404,0.9613,0.9613
-43.7388,94.2503,0.9613,0.9613
-43.7388,94.1602,0.9613,0.9613
-43.7388,94.0701,0.9613,0.9613
-43.7388,93.9800,0.9613,0.9613
-43.7388,93.8899,0.9613,0.9613
-43.7388,93.7999,0.9613,0.9613
-43.7388,93.7098,0.9548,0.9548
-43.7388,93.6197,0.9254,0.9254
-43.7388,93.5296,0.9020,0.9020
-43.7388,93.4395,0.8849,0.8849
-43.7388,93.3494,0.8746,0.8746
-43.7388,93.2593,0.8712,0.8712
-43.7388,93.1692,0.8712,0.8712
-43.7388,93.0791,0.8712,0.8712
-43.7388,92.9890,0.8712,0.8712
-43.6487,92.8990,0.8712,0.8712
-43.6487,92.8089,0.8712,0.8712
-43.6487,92.7188,0.8712,0.8712
-43.6487,92.6287,0.8712,0.8712
-43.6487,92.5386,0.8712,0.8712
-43.6487,92.4485,0.8712,0.8712
-43.6487,92.3584,0.8746,0.8746
-43.6487,92.2683,0.8849,0.8849
-43.6487,92.1782,0.9020,0.9020
-43.6487,92.0881,0.9020,0.9020
-43.6487,91.9981,0.8849,0.8849
-43.6487,91.9080,0.8746,0.8746
-43.6487,91.8179,0.8712,0.8712
-43.6487,91.7278,0.8712,0.8712
-43.6487,91.6377,0.8712,0.8712
-43.6487,91.5476,0.8712,0.8712
-43.6487,91.4575,0.8712,0.8712
-43.5586,91.3674,0.8712,0.8712
-43.5586,91.2773,0.8712,0.8712
-43.5586,91.1872,0.8746,0.8746
-43.5586,91.0972,0.8849,0.8849
-43.5586,91.0071,0.9020,0.9020
-43.5586,90.9170,0.9020,0.9020
-43.5586,90.8269,0.8849,0.8849
-43.5586,90.7368,0.8746,0.8746
-43.5586,90.6467,0.8712,0.8712
-43.5586,90.5566,0.8712,0.8712
-43.5586,90.4665,0.8712,0.8712
-43.5586,90.3764,0.8712,0.8712
-43.5586,90.2863,0.8712,0.8712
-43.4685,90.1963,0.8712,0.8712
-43.4685,90.1062,0.8712,0.8712
-43.4685,90.0161,0.8712,0.8712
-43.4685,89.9260,0.8746,0.8746
-43.4685,89.8359,0.8849,0.8849
-43.4685,89.7458,0.9020,0.9020
-43.4685,89.6557,0.8849,0.8849
-43.4685,89.5656,0.8746,0.8746
-43.4685,89.4755,0.8712,0.8712
-43.4685,89.3854,0.8712,0.8712
-43.4685,89.2954,0.8712,0.8712
-43.4685,89.2053,0.8712,0.8712
-43.4685,89.1152,0.8712,0.8712
-43.4685,89.0251,0.8712,0.8712
-43.3784,88.9350,0.8712,0.8712
-43.3784,88.8449,0.8712,0.8712
-43.3784,88.7548,0.8746,0.8746
-43.3784,88.6647,0.8849,0.8849
-43.3784,88.5746,0.9020,0.9020
-43.3784,88.4845,0.9020,0.9020
-43.3784,88.3945,0.8849,0.8849
-43.3784,88.3044,0.8746,0.8746
-43.3784,88.2143,0.8712,0.8712
-43.3784,88.1242,0.8712,0.8712
-43.3784,88.0341,0.8712,0.8712
-43.3784,87.9440,0.8712,0.8712
-43.3784,87.8539,0.8712,0.8712
-43.2883,87.7638,0.8712,0.8712
-43.2883,87.6737,0.8712,0.8712
-43.2883,87.5836,0.8712,0.8712
-43.2883,87.4936,0.8746,0.8746
-43.2883,87.4035,0.8849,0.8849
-43.2883,87.3134,0.9020,0.9020
-43.2883,87.2233,0.9020,0.9020
-43.2883,87.1332,0.8849,0.8849
-43.2883,87.0431,0.8746,0.8746
-43.2883,86.9530,0.8712,0.8712
-43.2883,86.8629,0.8712,0.8712
-43.2883,86.7728,0.8712,0.8712
-43.2883,86.6827,0.8712,0.8712
-43.2883,86.5927,0.8712,0.8712
-43.1982,86.5026,0.8712,0.8712
-43.1982,86.4125,0.8712,0.8712
-43.1982,86.3224,0.8712,0.8712
-43.1982,86.2323,0.8746,0.8746
-43.1982,86.1422,0.8849,0.8849
-43.1982,86.0521,0.9020,0.9020
-43.1982,85.9620,0.9020,0.9020
-43.1982,85.8719,0.8849,0.8849
-43.1982,85.7818,0.8746,0.8746
-43.1982,85.6918,0.8712,0.8712
-43.1982,85.6017,0.8712,0.8712
-43.1982,85.5116,0.8712,0.8712
-43.1982,85.4215,0.8712,0.8712
-43.1982,85.3314,0.8712,0.8712
-43.1081,85.2413,0.8712,0.8712
-43.1081,85.1512,0.8712,0.8712
-43.1081,85.0611,0.8746,0.8746
-43.1081,84.9710,0.8849,0.8849
-43.1081,84.8809,0.9020,0.9020
-43.1081,84.7909,0.9020,0.9020
-43.1081,84.7008,0.8849,0.8849
-43.1081,84.6107,0.8746,0.8746
-43.1081,84.5206,0.8712,0.8712
-43.1081,84.4305,0.8712,0.8712
-43.1081,84.3404,0.8712,0.8712
-43.1081,84.2503,0.8712,0.8712
-43.1081,84.1602,0.8712,0.8712
-43.0181,84.0701,0.8712,0.8712
-43.0181,83.9800,0.8712,0.8712
-43.0181,83.8900,0.8746,0.8746
-43.0181,83.7999,0.8849,0.8849
-43.0181,83.7098,0.9020,0.9020
-43.0181,83.6197,0.9020,0.9020
-43.0181,83.5296,0.8849,0.8849
-43.0181,83.4395,0.8746,0.8746
-43.0181,83.3494,0.8712,0.8712
-43.0181,83.2593,0.8712,0.8712
-43.0181,83.1692,0.8712,0.8712
-43.0181,83.0791,0.8712,0.8712
-43.0181,82.9891,0.8712,0.8712
-43.0181,82.8990,0.8712,0.8712
-43.0181,82.8089,0.8712,0.8712
-43.0181,82.7188,0.8712,0.8712
-43.0181,82.6287,0.8712,0.8712
-43.1081,82.5386,0.7811,0.7811
-43.1081,82.4485,0.7811,0.7811
-43.1081,82.3584,0.7848,0.7848
-43.1081,82.2683,0.7960,0.7960
-43.1081,82.1782,0.8144,0.8144
-43.1081,82.0882,0.8396,0.8396
-43.1081,81.9981,0.8712,0.8712
-43.1081,81.9080,0.8849,0.8849
-43.1982,81.8179,0.8144,0.8144
-43.1982,81.7278,0.8396,0.8396
-43.1982,81.6377,0.8712,0.8712
-43.1982,81.5476,0.9020,0.9020
-43.2883,81.4575,0.8396,0.8396
-43.2883,81.3674,0.8712,0.8712
-43.2883,81.2773,0.9087,0.9087
-43.3784,81.1873,0.8712,0.8712
-43.4685,81.0972,0.8288,0.8288
-43.4685,81.0071,0.8746,0.8746
-43.4685,80.9170,0.8746,0.8746
-43.5586,80.8269,0.9087,0.9087
-43.6487,80.7368,0.9120,0.9120
-43.7388,80.6467,0.9120,0.9120
-43.8289,80.5566,0.9120,0.9120
-43.9190,80.4665,0.9120,0.9120
-44.0090,80.3764,0.9120,0.9120
-44.0991,80.2864,0.9120,0.9120
-44.1892,80.1963,0.9087,0.9087
-44.2793,80.1062,0.8712,0.8712
-44.3694,80.1062,0.9087,0.9087
-44.4595,80.0161,0.8712,0.8712
-44.5496,80.0161,0.9087,0.9087
-44.6397,79.9260,0.8712,0.8712
-44.7298,79.9260,0.9087,0.9087
-44.8199,79.9260,0.8712,0.8712
-44.9099,79.8359,0.9020,0.9020
-45.0000,79.8359,0.8712,0.8712
-45.0901,79.8359,0.8396,0.8396
-45.1802,79.7458,0.9020,0.9020
-45.2703,79.7458,0.8712,0.8712
-45.3604,79.6557,0.8712,0.8712
-45.4505,79.6557,0.9020,0.9020
-45.5406,79.6557,0.8849,0.8849
-45.6307,79.5656,0.8712,0.8712
-45.7208,79.5656,0.8849,0.8849
-45.8108,79.5656,0.9020,0.9020
-45.9009,79.5656,0.8849,0.8849
-45.9910,79.4755,0.8712,0.8712
-46.0811,79.4755,0.8849,0.8849
-46.1712,79.4755,0.9020,0.9020
-46.2613,79.4755,0.8849,0.8849
-46.3514,79.4755,0.8746,0.8746
-46.4415,79.4755,0.8712,0.8712
-46.5316,79.3855,0.8849,0.8849
-46.6217,79.3855,0.9020,0.9020
-46.7117,79.3855,0.8849,0.8849
-46.8018,79.3855,0.8746,0.8746
-46.8919,79.2954,0.8712,0.8712
-46.9820,79.2954,0.8746,0.8746
-47.0721,79.2954,0.8849,0.8849
-47.1622,79.2954,0.9020,0.9020
-47.2523,79.2954,0.8849,0.8849
-47.3424,79.2053,0.8712,0.8712
-47.4325,79.2053,0.8746,0.8746
-47.5226,79.2053,0.8849,0.8849
-47.6126,79.2053,0.9020,0.9020
-47.7027,79.2053,0.8849,0.8849
-47.7928,79.2053,0.8746,0.8746
-47.8829,79.1152,0.8746,0.8746
-47.9730,79.1152,0.8849,0.8849
-48.0631,79.1152,0.9020,0.9020
-48.1532,79.1152,0.8849,0.8849
-48.2433,79.1152,0.8746,0.8746
-48.3334,79.0251,0.8746,0.8746
-48.4235,79.0251,0.8849,0.8849
-48.5135,79.0251,0.9020,0.9020
-48.6036,79.0251,0.8849,0.8849
-48.6937,78.9350,0.8712,0.8712
-48.7838,78.9350,0.8746,0.8746
-48.8739,78.9350,0.8849,0.8849
-48.9640,78.9350,0.9020,0.9020
-49.0541,78.9350,0.8849,0.8849
-49.1442,78.8449,0.8712,0.8712
-49.2343,78.8449,0.8746,0.8746
-49.3244,78.8449,0.8849,0.8849
-49.4144,78.8449,0.8849,0.8849
-49.5045,78.7548,0.8396,0.8396
-49.5946,78.7548,0.8712,0.8712
-49.6847,78.7548,0.8849,0.8849
-49.7748,78.7548,0.9020,0.9020
-49.8649,78.6647,0.8396,0.8396
-49.9550,78.6647,0.8712,0.8712
-50.0451,78.6647,0.8849,0.8849
-50.1352,78.6647,0.9020,0.9020
-50.2253,78.5746,0.8396,0.8396
-50.3153,78.5746,0.8712,0.8712
-50.4054,78.5746,0.8849,0.8849
-50.4955,78.5746,0.9020,0.9020
-50.5856,78.4846,0.8396,0.8396
-50.6757,78.4846,0.8712,0.8712
-50.7658,78.4846,0.8849,0.8849
-50.8559,78.4846,0.9020,0.9020
-50.9460,78.3945,0.8396,0.8396
-51.0361,78.3945,0.8712,0.8712
-51.1262,78.3945,0.8849,0.8849
-51.2162,78.3945,0.9020,0.9020
-51.3063,78.3044,0.8396,0.8396
-51.3964,78.3044,0.8712,0.8712
-51.4865,78.3044,0.9020,0.9020
-51.5766,78.3044,0.8849,0.8849
-51.6667,78.2143,0.8712,0.8712
-51.7568,78.2143,0.8849,0.8849
-51.8469,78.2143,0.9020,0.9020
-51.9370,78.2143,0.8849,0.8849
-52.0271,78.1242,0.8712,0.8712
-52.1171,78.1242,0.8849,0.8849
-52.2072,78.1242,0.9020,0.9020
-52.2973,78.1242,0.8849,0.8849
-52.3874,78.1242,0.8746,0.8746
-52.4775,78.1242,0.8712,0.8712
-52.5676,78.0341,0.8849,0.8849
-52.6577,78.0341,0.9020,0.9020
-52.7478,78.0341,0.8849,0.8849
-52.8379,78.0341,0.8746,0.8746
-52.9280,78.0341,0.8712,0.8712
-53.0180,77.9440,0.8712,0.8712
-53.1081,77.9440,0.8746,0.8746
-53.1982,77.9440,0.8849,0.8849
-53.2883,77.9440,0.8849,0.8849
-53.3784,77.8539,0.8396,0.8396
-53.4685,77.8539,0.8712,0.8712
-53.5586,77.8539,0.8746,0.8746
-53.6487,77.8539,0.8849,0.8849
-53.7388,77.7638,0.8144,0.8144
-53.8289,77.7638,0.8396,0.8396
-53.9189,77.7638,0.8712,0.8712
-54.0090,77.7638,0.8849,0.8849
-54.0991,77.6737,0.8144,0.8144
-54.1892,77.6737,0.8396,0.8396
-54.2793,77.6737,0.8712,0.8712
-54.3694,77.5837,0.8288,0.8288
-54.4595,77.5837,0.8712,0.8712
-54.5496,77.5837,0.9087,0.9087
-54.6397,77.4936,0.8746,0.8746
-54.7298,77.4936,0.9087,0.9087
-54.8198,77.4035,0.9120,0.9120
-54.9099,77.3134,0.9120,0.9120
-55.0000,77.2233,0.9120,0.9120
-55.0901,77.1332,0.9120,0.9120
-55.1802,77.0431,0.9120,0.9120
-55.2703,76.9530,0.9087,0.9087
-55.2703,76.8629,0.8746,0.8746
-55.2703,76.7728,0.8288,0.8288
-55.3604,76.6828,0.8712,0.8712
-55.3604,76.5927,0.8396,0.8396
-55.3604,76.5026,0.8144,0.8144
-55.3604,76.4125,0.7960,0.7960
-55.3604,76.3224,0.7848,0.7848
-55.4505,76.2323,0.8712,0.8712
-55.4505,76.1422,0.8712,0.8712
-55.4505,76.0521,0.8712,0.8712
-55.4505,75.9620,0.8712,0.8712
-55.4505,75.8719,0.8712,0.8712
-55.4505,75.7819,0.8712,0.8712
-55.3604,75.6918,0.7848,0.7848
-55.3604,75.6017,0.7960,0.7960
-55.3604,75.5116,0.8144,0.8144
-55.3604,75.4215,0.8396,0.8396
-55.3604,75.3314,0.8712,0.8712
-55.3604,75.2413,0.9020,0.9020
-55.2703,75.1512,0.8396,0.8396
-55.2703,75.0611,0.8712,0.8712
-55.2703,74.9710,0.9020,0.9020
-55.1802,74.8810,0.8712,0.8712
-55.1802,74.7909,0.9087,0.9087
-55.1802,74.7008,0.8712,0.8712
-55.0901,74.6107,0.9087,0.9087
-55.0901,74.5206,0.8712,0.8712
-55.0000,74.4305,0.9087,0.9087
-55.0000,74.3404,0.8712,0.8712
-54.9099,74.2503,0.9087,0.9087
-54.9099,74.1602,0.8712,0.8712
-54.8198,74.0701,0.9087,0.9087
-54.8198,73.9801,0.8712,0.8712
-54.7298,73.8900,0.9087,0.9087
-54.6397,73.7999,0.8712,0.8712
-54.6397,73.7098,0.9087,0.9087
-54.6397,73.6197,0.8537,0.8537
-54.5496,73.5296,0.8746,0.8746
-54.5496,73.4395,0.8288,0.8288
-54.4595,73.3494,0.8712,0.8712
-54.3694,73.2593,0.9087,0.9087
-54.3694,73.1692,0.8712,0.8712
-54.2793,73.0792,0.9087,0.9087
-54.1892,72.9891,0.8712,0.8712
-54.1892,72.8990,0.9087,0.9087
-54.1892,72.8089,0.8537,0.8537
-54.0991,72.7188,0.8746,0.8746
-54.0991,72.6287,0.8288,0.8288
-54.0090,72.5386,0.8712,0.8712
-53.9189,72.4485,0.9087,0.9087
-53.8289,72.3584,0.8712,0.8712
-53.8289,72.2683,0.9087,0.9087
-53.8289,72.1783,0.8537,0.8537
-53.7388,72.0882,0.8746,0.8746
-53.7388,71.9981,0.8288,0.8288
-53.6487,71.9080,0.8712,0.8712
-53.5586,71.8179,0.9087,0.9087
-53.4685,71.7278,0.8712,0.8712
-53.4685,71.6377,0.9087,0.9087
-53.4685,71.5476,0.8537,0.8537
-53.3784,71.4575,0.8746,0.8746
-53.2883,71.3674,0.9087,0.9087
-53.1982,71.2774,0.8712,0.8712
-53.1982,71.1873,0.9087,0.9087
-53.1982,71.0972,0.8537,0.8537
-53.1081,71.0071,0.8746,0.8746
