# x_m,y_m,w_tr_right_m,w_tr_left_m
74.1890,-22.8667,0.8396,0.8396
74.1890,-22.7766,0.8712,0.8712
74.1890,-22.6865,0.8849,0.8849
74.1890,-22.5964,0.9020,0.9020
74.0989,-22.5063,0.8396,0.8396
74.0989,-22.4162,0.8712,0.8712
74.0989,-22.3262,0.8849,0.8849
74.0989,-22.2361,0.9020,0.9020
74.0089,-22.1460,0.8396,0.8396
74.0089,-22.0559,0.8712,0.8712
74.0089,-21.9658,0.8849,0.8849
74.0089,-21.8757,0.9020,0.9020
73.9188,-21.7856,0.8396,0.8396
73.9188,-21.6955,0.8712,0.8712
73.9188,-21.6054,0.8849,0.8849
73.9188,-21.5153,0.9020,0.9020
73.8287,-21.4253,0.8396,0.8396
73.8287,-21.3352,0.8712,0.8712
73.8287,-21.2451,0.8849,0.8849
73.8287,-21.1550,0.9020,0.9020
73.7386,-21.0649,0.8396,0.8396
73.7386,-20.9748,0.8712,0.8712
73.7386,-20.8847,0.8849,0.8849
73.7386,-20.7946,0.9020,0.9020
73.6485,-20.7045,0.8396,0.8396
73.6485,-20.6144,0.8712,0.8712
73.6485,-20.5244,0.8849,0.8849
73.6485,-20.4343,0.9020,0.9020
73.5584,-20.3442,0.8396,0.8396
73.5584,-20.2541,0.8712,0.8712
73.5584,-20.1640,0.8849,0.8849
73.5584,-20.0739,0.9020,0.9020
73.4683,-19.9838,0.8396,0.8396
73.4683,-19.8937,0.8712,0.8712
73.4683,-19.8036,0.8849,0.8849
73.3782,-19.7135,0.8144,0.8144
73.3782,-19.6235,0.8396,0.8396
73.3782,-19.5334,0.8712,0.8712
73.3782,-19.4433,0.8849,0.8849
73.2881,-19.3532,0.8144,0.8144
73.2881,-19.2631,0.8396,0.8396
73.2881,-19.1730,0.8712,0.8712
73.2881,-19.0829,0.9020,0.9020
73.1980,-18.9928,0.8396,0.8396
73.1980,-18.9027,0.8712,0.8712
73.1980,-18.8126,0.8849,0.8849
73.1980,-18.7226,0.9020,0.9020
73.1080,-18.6325,0.8396,0.8396
73.1080,-18.5424,0.8712,0.8712
73.1080,-18.4523,0.8849,0.8849
73.0179,-18.3622,0.8144,0.8144
73.0179,-18.2721,0.8396,0.8396
73.0179,-18.1820,0.8712,0.8712
73.0179,-18.0919,0.9020,0.9020
72.9278,-18.0018,0.8396,0.8396
72.9278,-17.9117,0.8712,0.8712
72.9278,-17.8217,0.8849,0.8849
72.9278,-17.7316,0.9020,0.9020
72.8377,-17.6415,0.8396,0.8396
72.8377,-17.5514,0.8712,0.8712
72.8377,-17.4613,0.8849,0.8849
72.7476,-17.3712,0.8144,0.8144
72.7476,-17.2811,0.8396,0.8396
72.7476,-17.1910,0.8712,0.8712
72.7476,-17.1009,0.9020,0.9020
72.6575,-17.0108,0.8396,0.8396
72.6575,-16.9208,0.8712,0.8712
72.6575,-16.8307,0.8849,0.8849
72.6575,-16.7406,0.9020,0.9020
72.5674,-16.6505,0.8396,0.8396
72.5674,-16.5604,0.8712,0.8712
72.5674,-16.4703,0.9020,0.9020
72.4773,-16.3802,0.8396,0.8396
72.4773,-16.2901,0.8712,0.8712
72.4773,-16.2000,0.8849,0.8849
72.4773,-16.1099,0.9020,0.9020
72.3872,-16.0199,0.8396,0.8396
72.3872,-15.9298,0.8712,0.8712
72.3872,-15.8397,0.9020,0.9020
72.2971,-15.7496,0.8396,0.8396
72.2971,-15.6595,0.8712,0.8712
72.2971,-15.5694,0.9020,0.9020
72.2971,-15.4793,0.9020,0.9020
72.2071,-15.3892,0.8712,0.8712
72.2071,-15.2991,0.8849,0.8849
72.2071,-15.2090,0.9020,0.9020
72.1170,-15.1190,0.8396,0.8396
72.1170,-15.0289,0.8712,0.8712
72.1170,-14.9388,0.9020,0.9020
72.0269,-14.8487,0.8396,0.8396
72.0269,-14.7586,0.8712,0.8712
72.0269,-14.6685,0.8849,0.8849
72.0269,-14.5784,0.9020,0.9020
71.9368,-14.4883,0.8396,0.8396
71.9368,-14.3982,0.8712,0.8712
71.9368,-14.3081,0.9020,0.9020
71.8467,-14.2181,0.8396,0.8396
71.8467,-14.1280,0.8712,0.8712
71.8467,-14.0379,0.9020,0.9020
71.8467,-13.9478,0.8849,0.8849
71.7566,-13.8577,0.8712,0.8712
71.7566,-13.7676,0.8849,0.8849
71.7566,-13.6775,0.9020,0.9020
71.6665,-13.5874,0.8396,0.8396
71.6665,-13.4973,0.8712,0.8712
71.6665,-13.4072,0.9020,0.9020
71.5764,-13.3172,0.8396,0.8396
71.5764,-13.2271,0.8712,0.8712
71.5764,-13.1370,0.9020,0.9020
71.5764,-13.0469,0.8849,0.8849
71.4863,-12.9568,0.8712,0.8712
71.4863,-12.8667,0.9020,0.9020
71.4863,-12.7766,0.9020,0.9020
71.3962,-12.6865,0.8712,0.8712
71.3962,-12.5964,0.9020,0.9020
71.3962,-12.5063,0.9020,0.9020
71.3062,-12.4163,0.8712,0.8712
71.3062,-12.3262,0.8849,0.8849
71.3062,-12.2361,0.9020,0.9020
71.2161,-12.1460,0.8396,0.8396
71.2161,-12.0559,0.8712,0.8712
71.2161,-11.9658,0.9020,0.9020
71.1260,-11.8757,0.8396,0.8396
71.1260,-11.7856,0.8712,0.8712
71.1260,-11.6955,0.9020,0.9020
71.1260,-11.6054,0.9020,0.9020
71.0359,-11.5154,0.8712,0.8712
71.0359,-11.4253,0.9020,0.9020
71.0359,-11.3352,0.9020,0.9020
70.9458,-11.2451,0.8712,0.8712
70.9458,-11.1550,0.8849,0.8849
70.9458,-11.0649,0.9020,0.9020
70.8557,-10.9748,0.8396,0.8396
70.8557,-10.8847,0.8712,0.8712
70.8557,-10.7946,0.9020,0.9020
70.7656,-10.7045,0.8396,0.8396
70.7656,-10.6145,0.8712,0.8712
70.7656,-10.5244,0.9020,0.9020
70.7656,-10.4343,0.8849,0.8849
70.6755,-10.3442,0.8712,0.8712
70.6755,-10.2541,0.9020,0.9020
70.6755,-10.1640,0.9020,0.9020
70.5854,-10.0739,0.8712,0.8712
70.5854,-9.9838,0.9020,0.9020
70.5854,-9.8937,0.9020,0.9020
70.4953,-9.8036,0.8712,0.8712
70.4953,-9.7136,0.8849,0.8849
70.4953,-9.6235,0.9020,0.9020
70.4053,-9.5334,0.8396,0.8396
70.4053,-9.4433,0.8712,0.8712
70.4053,-9.3532,0.9020,0.9020
70.3152,-9.2631,0.8396,0.8396
70.3152,-9.1730,0.8712,0.8712
70.3152,-9.0829,0.9020,0.9020
70.3152,-8.9928,0.9020,0.9020
70.2251,-8.9027,0.8712,0.8712
70.2251,-8.8127,0.9020,0.9020
70.2251,-8.7226,0.9020,0.9020
70.1350,-8.6325,0.8712,0.8712
70.1350,-8.5424,0.9020,0.9020
70.1350,-8.4523,0.9020,0.9020
70.0449,-8.3622,0.8712,0.8712
70.0449,-8.2721,0.8849,0.8849
70.0449,-8.1820,0.9020,0.9020
69.9548,-8.0919,0.8396,0.8396
69.9548,-8.0018,0.8712,0.8712
69.9548,-7.9118,0.9020,0.9020
69.8647,-7.8217,0.8396,0.8396
69.8647,-7.7316,0.8712,0.8712
69.8647,-7.6415,0.9020,0.9020
69.8647,-7.5514,0.9020,0.9020
69.7746,-7.4613,0.8712,0.8712
69.7746,-7.3712,0.9020,0.9020
69.7746,-7.2811,0.9020,0.9020
69.6845,-7.1910,0.8712,0.8712
69.6845,-7.1009,0.9020,0.9020
69.6845,-7.0109,0.9020,0.9020
69.5944,-6.9208,0.8712,0.8712
69.5944,-6.8307,0.8849,0.8849
69.5944,-6.7406,0.9020,0.9020
69.5044,-6.6505,0.8396,0.8396
69.5044,-6.5604,0.8712,0.8712
69.5044,-6.4703,0.9020,0.9020
69.4143,-6.3802,0.8396,0.8396
69.4143,-6.2901,0.8712,0.8712
69.4143,-6.2000,0.9020,0.9020
69.4143,-6.1100,0.9020,0.9020
69.3242,-6.0199,0.8712,0.8712
69.3242,-5.9298,0.9020,0.9020
69.3242,-5.8397,0.9020,0.9020
69.2341,-5.7496,0.8712,0.8712
69.2341,-5.6595,0.8849,0.8849
69.2341,-5.5694,0.9020,0.9020
69.1440,-5.4793,0.8396,0.8396
69.1440,-5.3892,0.8712,0.8712
69.1440,-5.2991,0.9020,0.9020
69.0539,-5.2091,0.8396,0.8396
69.0539,-5.1190,0.8712,0.8712
69.0539,-5.0289,0.9020,0.9020
69.0539,-4.9388,0.8849,0.8849
68.9638,-4.8487,0.8712,0.8712
68.9638,-4.7586,0.9020,0.9020
68.9638,-4.6685,0.9020,0.9020
68.8737,-4.5784,0.8712,0.8712
68.8737,-4.4883,0.9020,0.9020
68.8737,-4.3982,0.9020,0.9020
68.7836,-4.3082,0.8712,0.8712
68.7836,-4.2181,0.8849,0.8849
68.7836,-4.1280,0.9020,0.9020
68.6935,-4.0379,0.8396,0.8396
68.6935,-3.9478,0.8712,0.8712
68.6935,-3.8577,0.9020,0.9020
68.6035,-3.7676,0.8396,0.8396
68.6035,-3.6775,0.8712,0.8712
68.6035,-3.5874,0.9020,0.9020
68.6035,-3.4973,0.8849,0.8849
68.5134,-3.4073,0.8712,0.8712
68.5134,-3.3172,0.9020,0.9020
68.5134,-3.2271,0.9020,0.9020
68.4233,-3.1370,0.8712,0.8712
68.4233,-3.0469,0.8849,0.8849
68.4233,-2.9568,0.9020,0.9020
68.3332,-2.8667,0.8396,0.8396
68.3332,-2.7766,0.8712,0.8712
68.3332,-2.6865,0.9020,0.9020
68.2431,-2.5964,0.8396,0.8396
68.2431,-2.5064,0.8712,0.8712
68.2431,-2.4163,0.9020,0.9020
68.2431,-2.3262,0.8849,0.8849
68.1530,-2.2361,0.8712,0.8712
68.1530,-2.1460,0.9020,0.9020
68.1530,-2.0559,0.9020,0.9020
68.0629,-1.9658,0.8712,0.8712
68.0629,-1.8757,0.8849,0.8849
68.0629,-1.7856,0.9020,0.9020
67.9728,-1.6955,0.8396,0.8396
67.9728,-1.6055,0.8712,0.8712
67.9728,-1.5154,0.9020,0.9020
67.8827,-1.4253,0.8396,0.8396
67.8827,-1.3352,0.8712,0.8712
67.8827,-1.2451,0.9020,0.9020
67.8827,-1.1550,0.8712,0.8712
67.7926,-1.0649,0.8712,0.8712
67.7926,-0.9748,0.9020,0.9020
67.7926,-0.8847,0.8712,0.8712
67.7026,-0.7946,0.8712,0.8712
67.7026,-0.7046,0.9020,0.9020
67.6125,-0.6145,0.8396,0.8396
67.6125,-0.5244,0.8712,0.8712
67.6125,-0.4343,0.9020,0.9020
67.5224,-0.3442,0.8712,0.8712
67.5224,-0.2541,0.9087,0.9087
67.5224,-0.1640,0.8712,0.8712
67.4323,-0.0739,0.9020,0.9020
67.4323,0.0162,0.9020,0.9020
67.3422,0.1063,0.8712,0.8712
67.3422,0.1963,0.9087,0.9087
67.2521,0.2864,0.8712,0.8712
67.2521,0.3765,0.9087,0.9087
67.1620,0.4666,0.8712,0.8712
67.1620,0.5567,0.9087,0.9087
67.0719,0.6468,0.8712,0.8712
67.0719,0.7369,0.9087,0.9087
66.9818,0.8270,0.8712,0.8712
66.8917,0.9171,0.8288,0.8288
66.8917,1.0072,0.8746,0.8746
66.8017,1.0972,0.8537,0.8537
66.8017,1.1873,0.9087,0.9087
66.8017,1.2774,0.8712,0.8712
66.7116,1.3675,0.9087,0.9087
66.6215,1.4576,0.8712,0.8712
66.5314,1.5477,0.8288,0.8288
66.5314,1.6378,0.8746,0.8746
66.4413,1.7279,0.8537,0.8537
66.4413,1.8180,0.9087,0.9087
66.4413,1.9081,0.8712,0.8712
66.3512,1.9981,0.9087,0.9087
66.2611,2.0882,0.8746,0.8746
66.1710,2.1783,0.8537,0.8537
66.1710,2.2684,0.9087,0.9087
66.1710,2.3585,0.8712,0.8712
66.0809,2.4486,0.9087,0.9087
65.9908,2.5387,0.8746,0.8746
65.9008,2.6288,0.8537,0.8537
65.9008,2.7189,0.9087,0.9087
65.8107,2.8090,0.8746,0.8746
65.7206,2.8990,0.8537,0.8537
65.7206,2.9891,0.9087,0.9087
65.7206,3.0792,0.8712,0.8712
65.6305,3.1693,0.9087,0.9087
65.5404,3.2594,0.9087,0.9087
65.4503,3.3495,0.8746,0.8746
65.3602,3.4396,0.8537,0.8537
65.3602,3.5297,0.9087,0.9087
65.2701,3.6198,0.8746,0.8746
65.1800,3.7099,0.8537,0.8537
65.1800,3.7999,0.9087,0.9087
65.0899,3.8900,0.9087,0.9087
64.9999,3.9801,0.8746,0.8746
64.9098,4.0702,0.8537,0.8537
64.9098,4.1603,0.9087,0.9087
64.8197,4.2504,0.9087,0.9087
64.8197,4.3405,0.8746,0.8746
64.7296,4.4306,0.9087,0.9087
64.6395,4.5207,0.9120,0.9120
64.5494,4.6108,0.9120,0.9120
64.4593,4.7008,0.9087,0.9087
64.4593,4.7909,0.8746,0.8746
64.3692,4.8810,0.9087,0.9087
64.2791,4.9711,0.9120,0.9120
64.1890,5.0612,0.9120,0.9120
64.0990,5.1513,0.9120,0.9120
64.0089,5.2414,0.9120,0.9120
63.9188,5.3315,0.9120,0.9120
63.9188,5.4216,0.8746,0.8746
63.8287,5.5117,0.9087,0.9087
63.7386,5.6017,0.9120,0.9120
63.6485,5.6918,0.9120,0.9120
63.5584,5.7819,0.9120,0.9120
63.4683,5.8720,0.9120,0.9120
63.3782,5.9621,0.9120,0.9120
63.2881,6.0522,0.9087,0.9087
63.1981,6.1423,0.8746,0.8746
63.1080,6.1423,0.9120,0.9120
63.0179,6.2324,0.9120,0.9120
62.9278,6.3225,0.9120,0.9120
62.8377,6.4126,0.9120,0.9120
62.7476,6.5026,0.9120,0.9120
62.6575,6.5927,0.9120,0.9120
62.5674,6.6828,0.9120,0.9120
62.4773,6.7729,0.9120,0.9120
62.3872,6.8630,0.9120,0.9120
62.2972,6.9531,0.9087,0.9087
62.2071,7.0432,0.8746,0.8746
62.1170,7.0432,0.9120,0.9120
62.0269,7.1333,0.9120,0.9120
61.9368,7.2234,0.9120,0.9120
61.8467,7.3135,0.9120,0.9120
61.7566,7.4035,0.9120,0.9120
61.6665,7.4936,0.9120,0.9120
61.5764,7.5837,0.9120,0.9120
61.4863,7.6738,0.9120,0.9120
61.3963,7.7639,0.9120,0.9120
61.3062,7.8540,0.9120,0.9120
61.2161,7.9441,0.9087,0.9087
61.1260,8.0342,0.8746,0.8746
61.0359,8.0342,0.9120,0.9120
60.9458,8.1243,0.9120,0.9120
60.8557,8.2144,0.9120,0.9120
60.7656,8.3044,0.9120,0.9120
60.6755,8.3945,0.9120,0.9120
60.5854,8.4846,0.9087,0.9087
60.4954,8.5747,0.8746,0.8746
60.4053,8.5747,0.9087,0.9087
60.3152,8.6648,0.9120,0.9120
60.2251,8.7549,0.9120,0.9120
60.1350,8.8450,0.9087,0.9087
60.0449,8.9351,0.8746,0.8746
59.9548,8.9351,0.9087,0.9087
59.8647,9.0252,0.9120,0.9120
59.7746,9.1153,0.9087,0.9087
59.6845,9.2053,0.8746,0.8746
59.5945,9.2053,0.8746,0.8746
59.5044,9.2954,0.9087,0.9087
59.4143,9.3855,0.9120,0.9120
59.3242,9.4756,0.9087,0.9087
59.2341,9.5657,0.8746,0.8746
59.1440,9.5657,0.8746,0.8746
59.0539,9.6558,0.9087,0.9087
58.9638,9.7459,0.9120,0.9120
58.8737,9.8360,0.9087,0.9087
58.7836,9.9261,0.8746,0.8746
58.6936,9.9261,0.8746,0.8746
58.6035,10.0162,0.9087,0.9087
58.5134,10.1062,0.9120,0.9120
58.4233,10.1963,0.9120,0.9120
58.3332,10.2864,0.9120,0.9120
58.2431,10.3765,0.9087,0.9087
58.1530,10.4666,0.8746,0.8746
58.0629,10.4666,0.9087,0.9087
57.9728,10.5567,0.9120,0.9120
57.8827,10.6468,0.9120,0.9120
57.7927,10.7369,0.9120,0.9120
57.7026,10.8270,0.9120,0.9120
57.6125,10.9171,0.9087,0.9087
57.5224,11.0071,0.8746,0.8746
57.4323,11.0071,0.8746,0.8746
57.3422,11.0972,0.9087,0.9087
57.2521,11.1873,0.9120,0.9120
57.1620,11.2774,0.9120,0.9120
57.0719,11.3675,0.9120,0.9120
56.9818,11.4576,0.9120,0.9120
56.8918,11.5477,0.9087,0.9087
56.8017,11.6378,0.8746,0.8746
56.7116,11.6378,0.9087,0.9087
56.6215,11.7279,0.9120,0.9120
56.5314,11.8180,0.9120,0.9120
56.4413,11.9080,0.9120,0.9120
56.3512,11.9981,0.9120,0.9120
56.2611,12.0882,0.9087,0.9087
56.1710,12.1783,0.8746,0.8746
56.0809,12.1783,0.8746,0.8746
55.9909,12.2684,0.9087,0.9087
55.9008,12.3585,0.9120,0.9120
55.8107,12.4486,0.9120,0.9120
55.7206,12.5387,0.9120,0.9120
55.6305,12.6288,0.9087,0.9087
55.5404,12.7189,0.8746,0.8746
55.4503,12.7189,0.9087,0.9087
55.3602,12.8089,0.9120,0.9120
55.2701,12.8990,0.9120,0.9120
55.1800,12.9891,0.9120,0.9120
55.0900,13.0792,0.9087,0.9087
54.9999,13.1693,0.8746,0.8746
54.9098,13.1693,0.9087,0.9087
54.8197,13.2594,0.9120,0.9120
54.7296,13.3495,0.9120,0.9120
54.6395,13.4396,0.9087,0.9087
54.5494,13.5297,0.8746,0.8746
54.4593,13.5297,0.8746,0.8746
54.3692,13.6198,0.9087,0.9087
54.2791,13.7098,0.9120,0.9120
54.1891,13.7999,0.9087,0.9087
54.0990,13.8900,0.8746,0.8746
54.0089,13.8900,0.8746,0.8746
53.9188,13.9801,0.9087,0.9087
53.8287,14.0702,0.9120,0.9120
53.7386,14.1603,0.9087,0.9087
53.6485,14.2504,0.8746,0.8746
53.5584,14.2504,0.8746,0.8746
53.4683,14.3405,0.9087,0.9087
53.3782,14.4306,0.9120,0.9120
53.2882,14.5207,0.9087,0.9087
53.1981,14.6107,0.8746,0.8746
53.1080,14.6107,0.8746,0.8746
53.0179,14.7008,0.9087,0.9087
52.9278,14.7909,0.9120,0.9120
52.8377,14.8810,0.9087,0.9087
52.7476,14.9711,0.8746,0.8746
52.6575,14.9711,0.8746,0.8746
52.5674,15.0612,0.9087,0.9087
52.4773,15.1513,0.9120,0.9120
52.3873,15.2414,0.9120,0.9120
52.2972,15.3315,0.9087,0.9087
52.2071,15.4216,0.8746,0.8746
52.1170,15.4216,0.9087,0.9087
52.0269,15.5116,0.9120,0.9120
51.9368,15.6017,0.9120,0.9120
51.8467,15.6918,0.9087,0.9087
51.7566,15.7819,0.8746,0.8746
51.6665,15.7819,0.9087,0.9087
51.5764,15.8720,0.9120,0.9120
51.4864,15.9621,0.9120,0.9120
51.3963,16.0522,0.9087,0.9087
51.3062,16.1423,0.8746,0.8746
51.2161,16.1423,0.9087,0.9087
51.1260,16.2324,0.9120,0.9120
51.0359,16.3225,0.9120,0.9120
50.9458,16.4125,0.9087,0.9087
50.8557,16.5026,0.8746,0.8746
50.7656,16.5026,0.9087,0.9087
50.6755,16.5927,0.9120,0.9120
50.5855,16.6828,0.9120,0.9120
50.4954,16.7729,0.9087,0.9087
50.4053,16.8630,0.8746,0.8746
50.3152,16.8630,0.8746,0.8746
50.2251,16.9531,0.9087,0.9087
50.1350,17.0432,0.9120,0.9120
50.0449,17.1333,0.9087,0.9087
49.9548,17.2234,0.8746,0.8746
49.8647,17.2234,0.8746,0.8746
49.7746,17.3134,0.9087,0.9087
49.6846,17.4035,0.9120,0.9120
49.5945,17.4936,0.9087,0.9087
49.5044,17.5837,0.8746,0.8746
49.4143,17.5837,0.8746,0.8746
49.3242,17.6738,0.9087,0.9087
49.2341,17.7639,0.9120,0.9120
49.1440,17.8540,0.9120,0.9120
49.0539,17.9441,0.9087,0.9087
48.9638,18.0342,0.8746,0.8746
48.8737,18.0342,0.8746,0.8746
48.7837,18.1243,0.9087,0.9087
48.6936,18.2143,0.9120,0.9120
48.6035,18.3044,0.9120,0.9120
48.5134,18.3945,0.9087,0.9087
48.4233,18.4846,0.8746,0.8746
48.3332,18.4846,0.9087,0.9087
48.2431,18.5747,0.9120,0.9120
48.1530,18.6648,0.9120,0.9120
48.0629,18.7549,0.9120,0.9120
47.9728,18.8450,0.9087,0.9087
47.8828,18.9351,0.8746,0.8746
47.7927,18.9351,0.9087,0.9087
47.7026,19.0252,0.9120,0.9120
47.6125,19.1152,0.9120,0.9120
47.5224,19.2053,0.9120,0.9120
47.4323,19.2954,0.9087,0.9087
47.3422,19.3855,0.8746,0.8746
47.2521,19.3855,0.8746,0.8746
47.1620,19.4756,0.9087,0.9087
47.0719,19.5657,0.9120,0.9120
46.9819,19.6558,0.9120,0.9120
46.8918,19.7459,0.9120,0.9120
46.8017,19.8360,0.9120,0.9120
46.7116,19.9261,0.9120,0.9120
46.6215,20.0161,0.9120,0.9120
46.5314,20.1062,0.9087,0.9087
46.4413,20.1963,0.8746,0.8746
46.3512,20.1963,0.9120,0.9120
46.2611,20.2864,0.9120,0.9120
46.1710,20.3765,0.9120,0.9120
46.0810,20.4666,0.9120,0.9120
45.9909,20.5567,0.9087,0.9087
45.9008,20.6468,0.8746,0.8746
45.8107,20.6468,0.8746,0.8746
45.7206,20.6468,0.8288,0.8288
45.6305,20.7369,0.8712,0.8712
45.5404,20.8270,0.9087,0.9087
45.4503,20.8270,0.8712,0.8712
45.3602,20.8270,0.8396,0.8396
45.2701,20.8270,0.8144,0.8144
45.1801,20.8270,0.7886,0.7886
45.0900,20.9170,0.8396,0.8396
44.9999,20.9170,0.8144,0.8144
44.9098,20.9170,0.7960,0.7960
44.8197,20.9170,0.7848,0.7848
44.7296,20.9170,0.7811,0.7811
44.6395,20.9170,0.7811,0.7811
44.5494,20.9170,0.7848,0.7848
44.4593,20.9170,0.7960,0.7960
44.3692,20.9170,0.8144,0.8144
44.2792,20.9170,0.8396,0.8396
44.1891,20.9170,0.8712,0.8712
44.0990,20.9170,0.8712,0.8712
44.0089,20.9170,0.8746,0.8746
43.9188,20.9170,0.8849,0.8849
43.8287,20.9170,0.8849,0.8849
43.7386,20.9170,0.8746,0.8746
43.6485,20.8270,0.8712,0.8712
43.5584,20.8270,0.8746,0.8746
43.4683,20.8270,0.8849,0.8849
43.3783,20.8270,0.8849,0.8849
43.2882,20.8270,0.8746,0.8746
43.1981,20.8270,0.8712,0.8712
43.1080,20.7369,0.8746,0.8746
43.0179,20.7369,0.8849,0.8849
42.9278,20.7369,0.9020,0.9020
42.8377,20.7369,0.8849,0.8849
42.7476,20.7369,0.8746,0.8746
42.6575,20.6468,0.8712,0.8712
42.5674,20.6468,0.8746,0.8746
42.4774,20.6468,0.8849,0.8849
42.3873,20.6468,0.8849,0.8849
42.2972,20.6468,0.8746,0.8746
42.2071,20.6468,0.8712,0.8712
42.1170,20.5567,0.8746,0.8746
42.0269,20.5567,0.8849,0.8849
41.9368,20.5567,0.9020,0.9020
41.8467,20.5567,0.8849,0.8849
41.7566,20.5567,0.8746,0.8746
41.6665,20.5567,0.8712,0.8712
41.5765,20.4666,0.8746,0.8746
41.4864,20.4666,0.8849,0.8849
41.3963,20.4666,0.9020,0.9020
41.3062,20.4666,0.8849,0.8849
41.2161,20.4666,0.8746,0.8746
41.1260,20.3765,0.8712,0.8712
41.0359,20.3765,0.8712,0.8712
40.9458,20.3765,0.8746,0.8746
40.8557,20.3765,0.8849,0.8849
40.7656,20.3765,0.8849,0.8849
40.6756,20.3765,0.8746,0.8746
40.5855,20.2864,0.8712,0.8712
40.4954,20.2864,0.8712,0.8712
40.4053,20.2864,0.8712,0.8712
40.3152,20.2864,0.8746,0.8746
40.2251,20.2864,0.8849,0.8849
40.1350,20.2864,0.8849,0.8849
40.0449,20.2864,0.8746,0.8746
39.9548,20.1963,0.8712,0.8712
39.8647,20.1963,0.8712,0.8712
39.7747,20.1963,0.8712,0.8712
39.6846,20.1963,0.8712,0.8712
39.5945,20.1963,0.8746,0.8746
39.5044,20.1963,0.8849,0.8849
39.4143,20.1963,0.8849,0.8849
39.3242,20.1062,0.8396,0.8396
39.2341,20.1062,0.8712,0.8712
39.1440,20.1062,0.8712,0.8712
39.0539,20.1062,0.8712,0.8712
38.9638,20.1062,0.8712,0.8712
38.8738,20.1062,0.8746,0.8746
38.7837,20.1062,0.8849,0.8849
38.6936,20.1062,0.8849,0.8849
38.6035,20.0161,0.8396,0.8396
38.5134,20.0161,0.8712,0.8712
38.4233,20.0161,0.8712,0.8712
38.3332,20.0161,0.8712,0.8712
38.2431,20.0161,0.8746,0.8746
38.1530,20.0161,0.8849,0.8849
38.0629,20.0161,0.9020,0.9020
37.9729,20.0161,0.8849,0.8849
37.8828,19.9261,0.8712,0.8712
37.7927,19.9261,0.8712,0.8712
37.7026,19.9261,0.8712,0.8712
37.6125,19.9261,0.8746,0.8746
37.5224,19.9261,0.8849,0.8849
37.4323,19.9261,0.8849,0.8849
37.3422,19.9261,0.8746,0.8746
37.2521,19.8360,0.8712,0.8712
37.1620,19.8360,0.8712,0.8712
37.0720,19.8360,0.8746,0.8746
36.9819,19.8360,0.8849,0.8849
36.8918,19.8360,0.8849,0.8849
36.8017,19.8360,0.8746,0.8746
36.7116,19.8360,0.8712,0.8712
36.6215,19.7459,0.8712,0.8712
36.5314,19.7459,0.8746,0.8746
36.4413,19.7459,0.8849,0.8849
36.3512,19.7459,0.8849,0.8849
36.2611,19.7459,0.8746,0.8746
36.1711,19.7459,0.8712,0.8712
36.0810,19.7459,0.8712,0.8712
35.9909,19.7459,0.8712,0.8712
35.9008,19.7459,0.8712,0.8712
35.8107,19.7459,0.8712,0.8712
35.7206,19.7459,0.8712,0.8712
35.6305,19.7459,0.8712,0.8712
35.5404,19.7459,0.8712,0.8712
35.4503,19.6558,0.9020,0.9020
35.3602,19.7459,0.8712,0.8712
35.2702,19.7459,0.8712,0.8712
35.1801,19.7459,0.8712,0.8712
35.0900,19.7459,0.8712,0.8712
34.9999,19.7459,0.8712,0.8712
34.9098,19.7459,0.8712,0.8712
34.8197,19.7459,0.8712,0.8712
34.7296,19.7459,0.8712,0.8712
34.6395,19.7459,0.8746,0.8746
34.5494,19.8360,0.7960,0.7960
34.4593,19.8360,0.8144,0.8144
34.3693,19.8360,0.8396,0.8396
34.2792,19.8360,0.8712,0.8712
34.1891,19.8360,0.9020,0.9020
34.0990,19.8360,0.8849,0.8849
34.0089,19.9261,0.8712,0.8712
33.9188,19.9261,0.9020,0.9020
33.8287,19.9261,0.8712,0.8712
33.7386,20.0161,0.8712,0.8712
33.6485,20.0161,0.9020,0.9020
33.5584,20.1062,0.8746,0.8746
33.4684,20.1062,0.8746,0.8746
33.3783,20.1963,0.9087,0.9087
33.2882,20.2864,0.8712,0.8712
33.1981,20.2864,0.9087,0.9087
33.1080,20.3765,0.8746,0.8746
33.0179,20.3765,0.8746,0.8746
32.9278,20.4666,0.9087,0.9087
32.8377,20.5567,0.9087,0.9087
32.7476,20.6468,0.8746,0.8746
32.6575,20.6468,0.8746,0.8746
32.5675,20.7369,0.9087,0.9087
32.4774,20.8270,0.9120,0.9120
32.3873,20.9170,0.9120,0.9120
32.2972,21.0071,0.9087,0.9087
32.2071,21.0972,0.8746,0.8746
32.1170,21.0972,0.9087,0.9087
32.0269,21.1873,0.9120,0.9120
31.9368,21.2774,0.9120,0.9120
31.8467,21.3675,0.9120,0.9120
31.7566,21.4576,0.9087,0.9087
31.6666,21.5477,0.8746,0.8746
31.5765,21.5477,0.8746,0.8746
31.4864,21.6378,0.9087,0.9087
31.3963,21.7279,0.9120,0.9120
31.3062,21.8179,0.9120,0.9120
31.2161,21.9080,0.9120,0.9120
31.1260,21.9981,0.9087,0.9087
31.0359,22.0882,0.8746,0.8746
30.9458,22.0882,0.8746,0.8746
30.8557,22.1783,0.9087,0.9087
30.7657,22.2684,0.9120,0.9120
30.6756,22.3585,0.9120,0.9120
30.5855,22.4486,0.9120,0.9120
